date,state,fips,cases,deaths
4/27/2020,Iowa,19,5868,127
4/28/2020,Iowa,19,6376,136
4/29/2020,Iowa,19,6843,148
4/30/2020,Iowa,19,7145,162
5/1/2020,Iowa,19,7883,170
5/2/2020,Iowa,19,8641,175
5/3/2020,Iowa,19,9169,184
5/4/2020,Iowa,19,9703,188
5/5/2020,Iowa,19,10111,207
5/6/2020,Iowa,19,10404,219
5/7/2020,Iowa,19,11059,231
5/8/2020,Iowa,19,11457,243
5/9/2020,Iowa,19,11671,252
5/10/2020,Iowa,19,11959,265
5/11/2020,Iowa,19,12373,271
5/12/2020,Iowa,19,12912,289
5/13/2020,Iowa,19,13289,306
5/14/2020,Iowa,19,13675,318
5/15/2020,Iowa,19,14049,336
5/16/2020,Iowa,19,14328,346
5/17/2020,Iowa,19,14651,351
5/18/2020,Iowa,19,14955,355
5/19/2020,Iowa,19,15296,367
5/20/2020,Iowa,19,15868,400
5/21/2020,Iowa,19,16170,414
5/22/2020,Iowa,19,16510,441
5/23/2020,Iowa,19,16898,446
5/24/2020,Iowa,19,17434,456
5/25/2020,Iowa,19,17628,460
5/26/2020,Iowa,19,17999,480
5/27/2020,Iowa,19,18446,496
5/28/2020,Iowa,19,18672,510
5/29/2020,Iowa,19,19019,525
5/30/2020,Iowa,19,19336,531
5/31/2020,Iowa,19,19621,537
6/1/2020,Iowa,19,19789,558
6/2/2020,Iowa,19,20017,564
6/3/2020,Iowa,19,20376,574
6/4/2020,Iowa,19,20943,590
6/5/2020,Iowa,19,21332,597
6/6/2020,Iowa,19,21527,602
6/7/2020,Iowa,19,21794,606
6/8/2020,Iowa,19,22111,623
6/9/2020,Iowa,19,22271,629
6/10/2020,Iowa,19,22733,638
6/11/2020,Iowa,19,23103,641
6/12/2020,Iowa,19,23455,650
6/13/2020,Iowa,19,23792,651
6/14/2020,Iowa,19,23959,652
6/15/2020,Iowa,19,24110,661
6/16/2020,Iowa,19,24263,670
6/17/2020,Iowa,19,24616,677
6/18/2020,Iowa,19,24959,680
6/19/2020,Iowa,19,25424,681
6/20/2020,Iowa,19,25552,685
6/21/2020,Iowa,19,26020,686
6/22/2020,Iowa,19,26217,687
6/23/2020,Iowa,19,26470,690
6/24/2020,Iowa,19,26897,694
6/25/2020,Iowa,19,27384,702
6/26/2020,Iowa,19,27828,704
6/27/2020,Iowa,19,28203,704
6/28/2020,Iowa,19,28520,706
6/29/2020,Iowa,19,28874,712
6/30/2020,Iowa,19,29152,717
7/1/2020,Iowa,19,29618,717
7/2/2020,Iowa,19,30259,719
7/3/2020,Iowa,19,30631,721
7/4/2020,Iowa,19,31167,721
7/5/2020,Iowa,19,31612,721
7/6/2020,Iowa,19,31764,725
7/7/2020,Iowa,19,32153,732
7/8/2020,Iowa,19,32716,739
7/9/2020,Iowa,19,33316,742
7/10/2020,Iowa,19,34232,748
7/11/2020,Iowa,19,34695,748
7/12/2020,Iowa,19,35410,752
7/13/2020,Iowa,19,35631,755
7/14/2020,Iowa,19,35942,759
7/15/2020,Iowa,19,36536,777
7/16/2020,Iowa,19,37414,781
7/17/2020,Iowa,19,37903,785
7/18/2020,Iowa,19,38314,790
7/19/2020,Iowa,19,38813,793
7/20/2020,Iowa,19,39343,798
7/21/2020,Iowa,19,39721,808
7/22/2020,Iowa,19,40208,814
7/23/2020,Iowa,19,40796,820
7/24/2020,Iowa,19,41434,826
7/25/2020,Iowa,19,41886,826
7/26/2020,Iowa,19,42357,829
7/27/2020,Iowa,19,42696,836
7/28/2020,Iowa,19,42928,839
7/29/2020,Iowa,19,43623,854
7/30/2020,Iowa,19,44285,865
7/31/2020,Iowa,19,44753,872
8/1/2020,Iowa,19,45293,874
8/2/2020,Iowa,19,45723,878
8/3/2020,Iowa,19,45905,884
8/4/2020,Iowa,19,46231,888
8/5/2020,Iowa,19,46836,900
8/6/2020,Iowa,19,47559,912
8/7/2020,Iowa,19,47920,915
8/8/2020,Iowa,19,48311,926
8/9/2020,Iowa,19,48919,931
8/10/2020,Iowa,19,49164,935
8/11/2020,Iowa,19,49521,946
8/12/2020,Iowa,19,49973,953
8/13/2020,Iowa,19,50678,964
8/14/2020,Iowa,19,51272,972
8/15/2020,Iowa,19,52065,975
8/16/2020,Iowa,19,52447,975
8/17/2020,Iowa,19,52829,987
8/18/2020,Iowa,19,53201,1002
8/19/2020,Iowa,19,53541,1011
8/20/2020,Iowa,19,54533,1016
8/21/2020,Iowa,19,55331,1030
8/22/2020,Iowa,19,55996,1033
8/23/2020,Iowa,19,56441,1037
8/24/2020,Iowa,19,56941,1047
8/25/2020,Iowa,19,57606,1059
8/26/2020,Iowa,19,58864,1077
8/27/2020,Iowa,19,61484,1091
8/28/2020,Iowa,19,62828,1108
8/29/2020,Iowa,19,63836,1110
8/30/2020,Iowa,19,64599,1113
8/31/2020,Iowa,19,65252,1120
9/1/2020,Iowa,19,65846,1125
9/2/2020,Iowa,19,66463,1134
9/3/2020,Iowa,19,67693,1137
9/4/2020,Iowa,19,68757,1158
9/5/2020,Iowa,19,69690,1165
9/6/2020,Iowa,19,70210,1167
9/7/2020,Iowa,19,70537,1170
9/8/2020,Iowa,19,71018,1185
9/9/2020,Iowa,19,71594,1204
9/10/2020,Iowa,19,72548,1208
9/11/2020,Iowa,19,73399,1216
9/12/2020,Iowa,19,74204,1218
9/13/2020,Iowa,19,74675,1220
9/14/2020,Iowa,19,75069,1233
9/15/2020,Iowa,19,75722,1234
9/16/2020,Iowa,19,76680,1248
9/17/2020,Iowa,19,77865,1257
9/18/2020,Iowa,19,78839,1264
9/19/2020,Iowa,19,79785,1265
9/20/2020,Iowa,19,80410,1265
9/21/2020,Iowa,19,81006,1284
9/22/2020,Iowa,19,81674,1293
9/23/2020,Iowa,19,82956,1298
9/24/2020,Iowa,19,83993,1303
9/25/2020,Iowa,19,85031,1312
9/26/2020,Iowa,19,85908,1314
9/27/2020,Iowa,19,86624,1316
9/28/2020,Iowa,19,87256,1324
9/29/2020,Iowa,19,88234,1341
9/30/2020,Iowa,19,89248,1358
10/1/2020,Iowa,19,90483,1366
10/2/2020,Iowa,19,91483,1377
10/3/2020,Iowa,19,92302,1381
10/4/2020,Iowa,19,92744,1387
10/5/2020,Iowa,19,93261,1399
10/6/2020,Iowa,19,93909,1414
10/7/2020,Iowa,19,95205,1419
10/8/2020,Iowa,19,96749,1433
10/9/2020,Iowa,19,98023,1454
10/10/2020,Iowa,19,99099,1460
10/11/2020,Iowa,19,99941,1462
10/12/2020,Iowa,19,100451,1481
10/13/2020,Iowa,19,101531,1491
10/14/2020,Iowa,19,102905,1505
10/15/2020,Iowa,19,104232,1516
10/16/2020,Iowa,19,105746,1524
10/17/2020,Iowa,19,106698,1528
10/18/2020,Iowa,19,107334,1532
10/19/2020,Iowa,19,108114,1548
10/20/2020,Iowa,19,109210,1576
10/21/2020,Iowa,19,110444,1594
10/22/2020,Iowa,19,112242,1617
10/23/2020,Iowa,19,113596,1629
10/24/2020,Iowa,19,114952,1634
10/25/2020,Iowa,19,116238,1635
10/26/2020,Iowa,19,117198,1657
10/27/2020,Iowa,19,118852,1680
10/28/2020,Iowa,19,120911,1691
10/29/2020,Iowa,19,123232,1705
10/30/2020,Iowa,19,125973,1714
10/31/2020,Iowa,19,128798,1716
11/1/2020,Iowa,19,131097,1733
11/2/2020,Iowa,19,132697,1755
11/3/2020,Iowa,19,134576,1780
11/4/2020,Iowa,19,137315,1801
11/5/2020,Iowa,19,142795,1814
11/6/2020,Iowa,19,146267,1828
11/7/2020,Iowa,19,150639,1842
11/8/2020,Iowa,19,155583,1845
11/9/2020,Iowa,19,159910,1872
11/10/2020,Iowa,19,163827,1898
11/11/2020,Iowa,19,168457,1927
11/12/2020,Iowa,19,173401,1947
11/13/2020,Iowa,19,178890,1972
11/14/2020,Iowa,19,183557,1985
11/15/2020,Iowa,19,186314,1989
11/16/2020,Iowa,19,189597,2023
11/17/2020,Iowa,19,193196,2064
11/18/2020,Iowa,19,197532,2102
11/19/2020,Iowa,19,201572,2127
11/20/2020,Iowa,19,205918,2159
11/21/2020,Iowa,19,209203,2191
11/22/2020,Iowa,19,211664,2202
11/23/2020,Iowa,19,214792,2222
11/24/2020,Iowa,19,217786,2271
11/25/2020,Iowa,19,221288,2312
11/26/2020,Iowa,19,223323,2349
11/27/2020,Iowa,19,225065,2360
11/28/2020,Iowa,19,227181,2375
11/29/2020,Iowa,19,228690,2399
11/30/2020,Iowa,19,230634,2426
12/1/2020,Iowa,19,233062,2449
12/2/2020,Iowa,19,236159,2518
12/3/2020,Iowa,19,238722,2603
12/4/2020,Iowa,19,241531,2665
12/5/2020,Iowa,19,243385,2682
12/6/2020,Iowa,19,244689,2717
12/7/2020,Iowa,19,245985,2723
12/8/2020,Iowa,19,246237,2915
12/9/2020,Iowa,19,248782,3017
12/10/2020,Iowa,19,251027,3116
12/11/2020,Iowa,19,253612,3193
12/12/2020,Iowa,19,255009,3208
12/13/2020,Iowa,19,256249,3209
12/14/2020,Iowa,19,256902,3269
12/15/2020,Iowa,19,258253,3337
12/16/2020,Iowa,19,260784,3354
12/17/2020,Iowa,19,262210,3451
12/18/2020,Iowa,19,264729,3451
12/19/2020,Iowa,19,266959,3533
12/20/2020,Iowa,19,267329,3589
12/21/2020,Iowa,19,268736,3589
12/22/2020,Iowa,19,270294,3653
12/23/2020,Iowa,19,272112,3668
12/24/2020,Iowa,19,273661,3739
12/25/2020,Iowa,19,274266,3744
12/26/2020,Iowa,19,274793,3744
12/27/2020,Iowa,19,275299,3745
12/28/2020,Iowa,19,276649,3745
12/29/2020,Iowa,19,278310,3812
12/30/2020,Iowa,19,280067,3822
12/31/2020,Iowa,19,281712,3891
1/1/2021,Iowa,19,282980,3898
1/2/2021,Iowa,19,283895,3946
1/3/2021,Iowa,19,284715,3946
1/4/2021,Iowa,19,286356,3992
1/5/2021,Iowa,19,288298,3999
1/6/2021,Iowa,19,290776,4060
1/7/2021,Iowa,19,293189,4065
1/8/2021,Iowa,19,294762,4124
1/9/2021,Iowa,19,296171,4127
1/10/2021,Iowa,19,296682,4138
1/11/2021,Iowa,19,297774,4139
1/12/2021,Iowa,19,299254,4222
1/13/2021,Iowa,19,301161,4232
1/14/2021,Iowa,19,302559,4251
1/15/2021,Iowa,19,303927,4257
1/16/2021,Iowa,19,304748,4321
1/17/2021,Iowa,19,305151,4323
1/18/2021,Iowa,19,306082,4324
1/19/2021,Iowa,19,307302,4332
1/20/2021,Iowa,19,308787,4394
1/21/2021,Iowa,19,310440,4445
1/22/2021,Iowa,19,311695,4478
1/23/2021,Iowa,19,312625,4486
1/24/2021,Iowa,19,313140,4487
1/25/2021,Iowa,19,313907,4488
1/26/2021,Iowa,19,315002,4492
1/27/2021,Iowa,19,316114,4500
1/28/2021,Iowa,19,317124,4532
1/29/2021,Iowa,19,317689,4577
1/30/2021,Iowa,19,319110,4651
1/31/2021,Iowa,19,319408,4901
2/1/2021,Iowa,19,320187,4906
2/2/2021,Iowa,19,321274,4919
2/3/2021,Iowa,19,322308,4975
2/4/2021,Iowa,19,323216,5033
2/5/2021,Iowa,19,323797,5067
2/6/2021,Iowa,19,324306,5108
2/7/2021,Iowa,19,324590,5108
2/8/2021,Iowa,19,325219,5110
2/9/2021,Iowa,19,326150,5145
2/10/2021,Iowa,19,327061,5174
2/11/2021,Iowa,19,327432,5196
2/12/2021,Iowa,19,328565,5223
2/13/2021,Iowa,19,329039,5236
2/14/2021,Iowa,19,329258,5236
2/15/2021,Iowa,19,329726,5237
2/16/2021,Iowa,19,330318,5263
2/17/2021,Iowa,19,330906,5306
2/18/2021,Iowa,19,331502,5321
2/19/2021,Iowa,19,331747,5336
2/20/2021,Iowa,19,332225,5336
2/21/2021,Iowa,19,332640,5336
2/22/2021,Iowa,19,333087,5374
2/23/2021,Iowa,19,333962,5400
2/24/2021,Iowa,19,334665,5415
2/25/2021,Iowa,19,335222,5438
2/26/2021,Iowa,19,335840,5463
2/27/2021,Iowa,19,336270,5470
2/28/2021,Iowa,19,336455,5470
3/1/2021,Iowa,19,336890,5472
3/2/2021,Iowa,19,337496,5498
3/3/2021,Iowa,19,338009,5501
3/4/2021,Iowa,19,338588,5536
3/5/2021,Iowa,19,339121,5549
3/6/2021,Iowa,19,339511,5553
3/7/2021,Iowa,19,339672,5559
3/8/2021,Iowa,19,340128,5560
3/9/2021,Iowa,19,340891,5575
3/10/2021,Iowa,19,341378,5602
3/11/2021,Iowa,19,341837,5622
3/12/2021,Iowa,19,342343,5632
3/13/2021,Iowa,19,342705,5634
3/14/2021,Iowa,19,342886,5642
3/15/2021,Iowa,19,343303,5643
3/16/2021,Iowa,19,343851,5658
3/17/2021,Iowa,19,344268,5668
3/18/2021,Iowa,19,344860,5673
3/19/2021,Iowa,19,345304,5673
3/20/2021,Iowa,19,345644,5675
3/21/2021,Iowa,19,345785,5676
3/22/2021,Iowa,19,346218,5676
3/23/2021,Iowa,19,346985,5683
3/24/2021,Iowa,19,347590,5689
3/25/2021,Iowa,19,348492,5708
3/26/2021,Iowa,19,349055,5716
3/27/2021,Iowa,19,349554,5718
3/28/2021,Iowa,19,349714,5725
3/29/2021,Iowa,19,350219,5729
3/30/2021,Iowa,19,350756,5729
3/31/2021,Iowa,19,351402,5743
4/1/2021,Iowa,19,352137,5751
4/2/2021,Iowa,19,352714,5754
4/3/2021,Iowa,19,353207,5822
4/4/2021,Iowa,19,353362,5822
4/5/2021,Iowa,19,353829,5822
4/6/2021,Iowa,19,354557,5835
4/7/2021,Iowa,19,354828,5836
4/8/2021,Iowa,19,355454,5843
4/9/2021,Iowa,19,356073,5849
4/10/2021,Iowa,19,356509,5857
4/11/2021,Iowa,19,357019,5857
4/12/2021,Iowa,19,357197,5857
4/13/2021,Iowa,19,357739,5858
4/14/2021,Iowa,19,358395,5858
4/15/2021,Iowa,19,358873,5871
4/16/2021,Iowa,19,359260,5878
4/17/2021,Iowa,19,359765,5882
4/18/2021,Iowa,19,360013,5882
4/19/2021,Iowa,19,360339,5887
4/20/2021,Iowa,19,360782,5894
4/21/2021,Iowa,19,361420,5899
4/22/2021,Iowa,19,361891,5904
4/23/2021,Iowa,19,362334,5907
4/24/2021,Iowa,19,362732,5927
4/25/2021,Iowa,19,362923,5927
4/26/2021,Iowa,19,363158,5927
4/27/2021,Iowa,19,363530,5930
4/28/2021,Iowa,19,364033,5931
4/29/2021,Iowa,19,364476,5931
3/7/2020,Kansas,20,1,0
3/8/2020,Kansas,20,1,0
3/9/2020,Kansas,20,1,0
3/10/2020,Kansas,20,1,0
3/11/2020,Kansas,20,1,0
3/12/2020,Kansas,20,5,1
3/13/2020,Kansas,20,6,1
3/14/2020,Kansas,20,8,1
3/15/2020,Kansas,20,9,1
3/16/2020,Kansas,20,11,1
3/17/2020,Kansas,20,17,1
3/18/2020,Kansas,20,22,1
3/19/2020,Kansas,20,35,1
3/20/2020,Kansas,20,49,1
3/21/2020,Kansas,20,57,2
3/22/2020,Kansas,20,66,2
3/23/2020,Kansas,20,82,2
3/24/2020,Kansas,20,102,3
3/25/2020,Kansas,20,134,3
3/26/2020,Kansas,20,173,3
3/27/2020,Kansas,20,213,4
3/28/2020,Kansas,20,272,6
3/29/2020,Kansas,20,333,7
3/30/2020,Kansas,20,374,9
3/31/2020,Kansas,20,435,10
4/1/2020,Kansas,20,489,11
4/2/2020,Kansas,20,554,14
4/3/2020,Kansas,20,625,19
4/4/2020,Kansas,20,702,21
4/5/2020,Kansas,20,769,23
4/6/2020,Kansas,20,854,25
4/7/2020,Kansas,20,905,30
4/8/2020,Kansas,20,1055,38
4/9/2020,Kansas,20,1116,42
4/10/2020,Kansas,20,1180,50
4/11/2020,Kansas,20,1282,55
4/12/2020,Kansas,20,1337,56
4/13/2020,Kansas,20,1384,63
4/14/2020,Kansas,20,1440,69
4/15/2020,Kansas,20,1503,76
4/16/2020,Kansas,20,1595,80
4/17/2020,Kansas,20,1732,84
4/18/2020,Kansas,20,1820,86
4/19/2020,Kansas,20,1897,94
4/20/2020,Kansas,20,2030,101
4/21/2020,Kansas,20,2114,107
4/22/2020,Kansas,20,2291,111
4/23/2020,Kansas,20,2626,112
4/24/2020,Kansas,20,2842,117
4/25/2020,Kansas,20,3091,119
4/26/2020,Kansas,20,3198,120
4/27/2020,Kansas,20,3407,126
4/28/2020,Kansas,20,3601,127
4/29/2020,Kansas,20,3811,132
4/30/2020,Kansas,20,4305,133
5/1/2020,Kansas,20,4510,136
5/2/2020,Kansas,20,4863,140
5/3/2020,Kansas,20,5177,142
5/4/2020,Kansas,20,5385,154
5/5/2020,Kansas,20,5627,160
5/6/2020,Kansas,20,5893,163
5/7/2020,Kansas,20,6240,164
5/8/2020,Kansas,20,6751,167
5/9/2020,Kansas,20,6923,172
5/10/2020,Kansas,20,7045,172
5/11/2020,Kansas,20,7161,174
5/12/2020,Kansas,20,7352,178
5/13/2020,Kansas,20,7552,179
5/14/2020,Kansas,20,7668,181
5/15/2020,Kansas,20,8006,187
5/16/2020,Kansas,20,8059,189
5/17/2020,Kansas,20,8066,189
5/18/2020,Kansas,20,8439,190
5/19/2020,Kansas,20,8488,193
5/20/2020,Kansas,20,8661,197
5/21/2020,Kansas,20,8771,199
5/22/2020,Kansas,20,9068,200
5/23/2020,Kansas,20,9119,200
5/24/2020,Kansas,20,9135,200
5/25/2020,Kansas,20,9272,201
5/26/2020,Kansas,20,9352,204
5/27/2020,Kansas,20,9453,207
5/28/2020,Kansas,20,9513,209
5/29/2020,Kansas,20,9826,209
5/30/2020,Kansas,20,9847,209
5/31/2020,Kansas,20,9878,211
6/1/2020,Kansas,20,10103,217
6/2/2020,Kansas,20,10143,227
6/3/2020,Kansas,20,10281,227
6/4/2020,Kansas,20,10332,230
6/5/2020,Kansas,20,10493,233
6/6/2020,Kansas,20,10517,234
6/7/2020,Kansas,20,10549,234
6/8/2020,Kansas,20,10724,237
6/9/2020,Kansas,20,10786,238
6/10/2020,Kansas,20,10931,241
6/11/2020,Kansas,20,10984,242
6/12/2020,Kansas,20,11152,243
6/13/2020,Kansas,20,11195,244
6/14/2020,Kansas,20,11247,244
6/15/2020,Kansas,20,11516,246
6/16/2020,Kansas,20,11569,246
6/17/2020,Kansas,20,11801,248
6/18/2020,Kansas,20,11886,252
6/19/2020,Kansas,20,12168,254
6/20/2020,Kansas,20,12218,257
6/21/2020,Kansas,20,12258,258
6/22/2020,Kansas,20,12576,260
6/23/2020,Kansas,20,12659,261
6/24/2020,Kansas,20,13110,262
6/25/2020,Kansas,20,13207,263
6/26/2020,Kansas,20,13729,266
6/27/2020,Kansas,20,13767,269
6/28/2020,Kansas,20,14016,272
6/29/2020,Kansas,20,14568,276
6/30/2020,Kansas,20,14629,276
7/1/2020,Kansas,20,15142,280
7/2/2020,Kansas,20,15226,282
7/3/2020,Kansas,20,16015,283
7/4/2020,Kansas,20,16165,284
7/5/2020,Kansas,20,16289,287
7/6/2020,Kansas,20,17082,288
7/7/2020,Kansas,20,17157,290
7/8/2020,Kansas,20,17807,291
7/9/2020,Kansas,20,18031,294
7/10/2020,Kansas,20,18799,294
7/11/2020,Kansas,20,18983,294
7/12/2020,Kansas,20,19295,300
7/13/2020,Kansas,20,20265,301
7/14/2020,Kansas,20,20347,303
7/15/2020,Kansas,20,21157,308
7/16/2020,Kansas,20,21273,309
7/17/2020,Kansas,20,22199,310
7/18/2020,Kansas,20,22238,312
7/19/2020,Kansas,20,22459,313
7/20/2020,Kansas,20,23544,318
7/21/2020,Kansas,20,23606,319
7/22/2020,Kansas,20,24376,324
7/23/2020,Kansas,20,24518,326
7/24/2020,Kansas,20,25403,330
7/25/2020,Kansas,20,25464,333
7/26/2020,Kansas,20,25649,335
7/27/2020,Kansas,20,26439,338
7/28/2020,Kansas,20,26494,344
7/29/2020,Kansas,20,27177,349
7/30/2020,Kansas,20,27244,357
7/31/2020,Kansas,20,28121,358
8/1/2020,Kansas,20,28147,358
8/2/2020,Kansas,20,28341,361
8/3/2020,Kansas,20,29200,366
8/4/2020,Kansas,20,29259,367
8/5/2020,Kansas,20,30047,371
8/6/2020,Kansas,20,30153,376
8/7/2020,Kansas,20,30966,380
8/8/2020,Kansas,20,30992,380
8/9/2020,Kansas,20,31145,380
8/10/2020,Kansas,20,32094,387
8/11/2020,Kansas,20,32181,388
8/12/2020,Kansas,20,32977,397
8/13/2020,Kansas,20,33087,403
8/14/2020,Kansas,20,34246,404
8/15/2020,Kansas,20,34294,406
8/16/2020,Kansas,20,34495,406
8/17/2020,Kansas,20,35544,410
8/18/2020,Kansas,20,35632,415
8/19/2020,Kansas,20,36333,420
8/20/2020,Kansas,20,36445,423
8/21/2020,Kansas,20,37411,430
8/22/2020,Kansas,20,37544,431
8/23/2020,Kansas,20,37726,431
8/24/2020,Kansas,20,39008,432
8/25/2020,Kansas,20,39089,433
8/26/2020,Kansas,20,40564,445
8/27/2020,Kansas,20,40702,446
8/28/2020,Kansas,20,41808,448
8/29/2020,Kansas,20,41909,449
8/30/2020,Kansas,20,42011,450
8/31/2020,Kansas,20,43407,451
9/1/2020,Kansas,20,43491,454
9/2/2020,Kansas,20,44529,458
9/3/2020,Kansas,20,44755,475
9/4/2020,Kansas,20,46049,481
9/5/2020,Kansas,20,46051,482
9/6/2020,Kansas,20,46151,483
9/7/2020,Kansas,20,47409,485
9/8/2020,Kansas,20,47878,486
9/9/2020,Kansas,20,48389,497
9/10/2020,Kansas,20,48443,499
9/11/2020,Kansas,20,49393,520
9/12/2020,Kansas,20,49398,533
9/13/2020,Kansas,20,49408,536
9/14/2020,Kansas,20,50871,546
9/15/2020,Kansas,20,51006,555
9/16/2020,Kansas,20,51829,586
9/17/2020,Kansas,20,52039,586
9/18/2020,Kansas,20,53403,596
9/19/2020,Kansas,20,53420,596
9/20/2020,Kansas,20,53433,597
9/21/2020,Kansas,20,54956,604
9/22/2020,Kansas,20,55237,618
9/23/2020,Kansas,20,56355,629
9/24/2020,Kansas,20,56461,633
9/25/2020,Kansas,20,57852,634
9/26/2020,Kansas,20,57852,634
9/27/2020,Kansas,20,57978,636
9/28/2020,Kansas,20,59793,641
9/29/2020,Kansas,20,59951,650
9/30/2020,Kansas,20,60957,678
10/1/2020,Kansas,20,61103,678
10/2/2020,Kansas,20,62424,699
10/3/2020,Kansas,20,62446,698
10/4/2020,Kansas,20,62479,698
10/5/2020,Kansas,20,63817,706
10/6/2020,Kansas,20,64077,706
10/7/2020,Kansas,20,65131,725
10/8/2020,Kansas,20,65296,741
10/9/2020,Kansas,20,67086,765
10/10/2020,Kansas,20,67193,768
10/11/2020,Kansas,20,67231,769
10/12/2020,Kansas,20,69158,774
10/13/2020,Kansas,20,69392,786
10/14/2020,Kansas,20,70665,838
10/15/2020,Kansas,20,70815,838
10/16/2020,Kansas,20,72509,859
10/17/2020,Kansas,20,72616,859
10/18/2020,Kansas,20,72722,859
10/19/2020,Kansas,20,74616,872
10/20/2020,Kansas,20,74883,902
10/21/2020,Kansas,20,76299,952
10/22/2020,Kansas,20,76546,952
10/23/2020,Kansas,20,78122,975
10/24/2020,Kansas,20,78177,975
10/25/2020,Kansas,20,78241,975
10/26/2020,Kansas,20,80473,976
10/27/2020,Kansas,20,80761,979
10/28/2020,Kansas,20,83485,1007
10/29/2020,Kansas,20,83838,1008
10/30/2020,Kansas,20,86768,1029
10/31/2020,Kansas,20,86771,1029
11/1/2020,Kansas,20,86809,1029
11/2/2020,Kansas,20,90613,1046
11/3/2020,Kansas,20,91072,1051
11/4/2020,Kansas,20,93967,1087
11/5/2020,Kansas,20,94427,1087
11/6/2020,Kansas,20,99605,1172
11/7/2020,Kansas,20,99671,1166
11/8/2020,Kansas,20,99805,1166
11/9/2020,Kansas,20,105298,1181
11/10/2020,Kansas,20,105760,1181
11/11/2020,Kansas,20,110977,1215
11/12/2020,Kansas,20,111503,1215
11/13/2020,Kansas,20,117282,1256
11/14/2020,Kansas,20,117728,1256
11/15/2020,Kansas,20,117851,1256
11/16/2020,Kansas,20,124697,1266
11/17/2020,Kansas,20,125668,1266
11/18/2020,Kansas,20,131051,1326
11/19/2020,Kansas,20,131408,1326
11/20/2020,Kansas,20,137224,1410
11/21/2020,Kansas,20,137295,1411
11/22/2020,Kansas,20,137530,1410
11/23/2020,Kansas,20,144831,1462
11/24/2020,Kansas,20,145272,1456
11/25/2020,Kansas,20,150515,1503
11/26/2020,Kansas,20,150522,1503
11/27/2020,Kansas,20,155245,1529
11/28/2020,Kansas,20,155265,1529
11/29/2020,Kansas,20,155377,1529
11/30/2020,Kansas,20,160428,1560
12/1/2020,Kansas,20,160718,1560
12/2/2020,Kansas,20,164981,1679
12/3/2020,Kansas,20,165613,1679
12/4/2020,Kansas,20,171513,1786
12/5/2020,Kansas,20,171626,1786
12/6/2020,Kansas,20,171635,1786
12/7/2020,Kansas,20,177389,1856
12/8/2020,Kansas,20,177780,1856
12/9/2020,Kansas,20,183404,1941
12/10/2020,Kansas,20,183750,1941
12/11/2020,Kansas,20,188610,2072
12/12/2020,Kansas,20,188610,2072
12/13/2020,Kansas,20,188660,2072
12/14/2020,Kansas,20,193109,2109
12/15/2020,Kansas,20,193555,2109
12/16/2020,Kansas,20,197903,2253
12/17/2020,Kansas,20,198189,2253
12/18/2020,Kansas,20,203646,2341
12/19/2020,Kansas,20,203650,2341
12/20/2020,Kansas,20,203674,2341
12/21/2020,Kansas,20,207933,2448
12/22/2020,Kansas,20,208109,2448
12/23/2020,Kansas,20,212871,2507
12/24/2020,Kansas,20,212962,2507
12/25/2020,Kansas,20,213076,2507
12/26/2020,Kansas,20,213091,2507
12/27/2020,Kansas,20,213173,2507
12/28/2020,Kansas,20,219095,2548
12/29/2020,Kansas,20,219415,2548
12/30/2020,Kansas,20,225361,2741
12/31/2020,Kansas,20,225455,2741
1/1/2021,Kansas,20,230352,2879
1/2/2021,Kansas,20,230352,2879
1/3/2021,Kansas,20,230352,2879
1/4/2021,Kansas,20,234390,2897
1/5/2021,Kansas,20,234700,2897
1/6/2021,Kansas,20,239988,3027
1/7/2021,Kansas,20,240540,3027
1/8/2021,Kansas,20,245415,3148
1/9/2021,Kansas,20,245521,3148
1/10/2021,Kansas,20,245529,3148
1/11/2021,Kansas,20,250421,3255
1/12/2021,Kansas,20,250646,3255
1/13/2021,Kansas,20,255200,3355
1/14/2021,Kansas,20,255393,3355
1/15/2021,Kansas,20,259196,3514
1/16/2021,Kansas,20,259226,3502
1/17/2021,Kansas,20,259226,3502
1/18/2021,Kansas,20,262519,3525
1/19/2021,Kansas,20,262727,3526
1/20/2021,Kansas,20,266251,3584
1/21/2021,Kansas,20,266562,3575
1/22/2021,Kansas,20,269611,3598
1/23/2021,Kansas,20,269611,3598
1/24/2021,Kansas,20,269611,3598
1/25/2021,Kansas,20,272220,3622
1/26/2021,Kansas,20,272303,3625
1/27/2021,Kansas,20,275468,3718
1/28/2021,Kansas,20,275585,3718
1/29/2021,Kansas,20,277623,3779
1/30/2021,Kansas,20,277623,3779
1/31/2021,Kansas,20,277633,3779
2/1/2021,Kansas,20,279587,3809
2/2/2021,Kansas,20,279734,3809
2/3/2021,Kansas,20,281866,3895
2/4/2021,Kansas,20,281951,3895
2/5/2021,Kansas,20,284554,4101
2/6/2021,Kansas,20,284554,4101
2/7/2021,Kansas,20,284560,4101
2/8/2021,Kansas,20,286026,4197
2/9/2021,Kansas,20,286066,4197
2/10/2021,Kansas,20,287914,4303
2/11/2021,Kansas,20,288003,4303
2/12/2021,Kansas,20,289210,4364
2/13/2021,Kansas,20,289210,4364
2/14/2021,Kansas,20,289225,4364
2/15/2021,Kansas,20,290510,4406
2/16/2021,Kansas,20,290556,4406
2/17/2021,Kansas,20,291868,4521
2/18/2021,Kansas,20,291962,4526
2/19/2021,Kansas,20,293869,4614
